KPI-hpux-ALL-56,文件系统信息,文件系统信息,HPUnixOSFileSystem,文件系统使用量,指标,Used,MB,
KPI-hpux-ALL-57,文件系统信息,文件系统信息,HPUnixOSFileSystem,inode使用率,指标,InodeUsedRate,%,
KPI-hpux-ALL-61,网络信息,网络接口信息,HPUnixNetStat,接口名称（key）,静态属性,,,
KPI-hpux-ALL-62,网络信息,网络接口信息,HPUnixNetStat,入流量,指标,BytesRx,Kbps,
KPI-hpux-ALL-63,网络信息,网络接口信息,HPUnixNetStat,出流量,指标,BytesTx,Kbps,
KPI-hpux-ALL-64,网络信息,网络接口信息,HPUnixNetStat,网络接口状态,指标,State,,返回值：Down/Up/unknown/LinkDown
KPI-hpux-ALL-65,网络信息,网络流量统计,,网络入流量,指标,InOctets,Kbps,
KPI-hpux-ALL-66,网络信息,网络流量统计,,网络总流量,指标,Octets,Kbps,
KPI-hpux-ALL-67,网络信息,网络流量统计,,网络出流量,指标,OutOctets,Kbps,
KPI-hpux-ALL-68,进程,进程信息HPUnixOSProcess,,进程名称（key）,JSON,CMD,,
KPI-hpux-ALL-69,进程,进程信息HPUnixOSProcess,,进程拥有者的ID,JSON,PPID,,
KPI-hpux-ALL-70,进程,进程信息HPUnixOSProcess,,进程ID（key）,JSON,PID,,
KPI-hpux-ALL-71,进程,进程信息HPUnixOSProcess,,CPU使用率,JSON,CPU,%,
KPI-hpux-ALL-72,进程,进程信息HPUnixOSProcess,,进程的内存使用率,JSON,MEMRatio,%,
KPI-hpux-ALL-73,进程,进程信息HPUnixOSProcess,,进程请求的虚拟内存量(KB),JSON,SZ,KB,
KPI-hpux-ALL-74,进程,进程信息HPUnixOSProcess,,内存占用大小(KB),JSON,MEM,KB,
KPI-hpux-ALL-75,进程,进程信息HPUnixOSProcess,,持续运行时间,JSON,ElapsedTime,s,
KPI-hpux-ALL-76,进程,进程信息HPUnixOSProcess,,进程状态,JSON,Status,,
KPI-hpux-ALL-77,进程,进程统计,,进程总数,指标,Process_Count,,
