KPI-Solaris-ALL-55,文件系统信息,文件系统信息,SolarisOSFileSystem,文件系统使用量,指标,Used,MB,
KPI-Solaris-ALL-56,文件系统信息,文件系统信息,SolarisOSFileSystem,inode使用率,指标,InodeUsedRate,%,
KPI-Solaris-ALL-60,网络信息,系统的网络接口信息,SolarisNetStat,接口名称（key）,静态属性,name,,
KPI-Solaris-ALL-61,网络信息,系统的网络接口信息,SolarisNetStat,入流量,指标,BytesRx,Kbps,
KPI-Solaris-ALL-62,网络信息,系统的网络接口信息,SolarisNetStat,出流量,指标,BytesTx,Kbps,
KPI-Solaris-ALL-63,网络信息,系统的网络接口信息,SolarisNetStat,网络接口状态,指标,State,,返回值：Down/Up/unknown/LinkDown
KPI-Solaris-ALL-64,网络信息,网络流量统计,,网络入流量,指标,InOctets,Kbps,
KPI-Solaris-ALL-65,网络信息,网络流量统计,,网络总流量,指标,Octets,Kbps,
KPI-Solaris-ALL-66,网络信息,网络流量统计,,网络出流量,指标,OutOctets,Kbps,
KPI-Solaris-ALL-67,进程,进程列表SolarisOSProcess,,进程名称（key）,JSON,CMD,,
KPI-Solaris-ALL-68,进程,进程列表SolarisOSProcess,,进程拥有者的ID,JSON,PPID,,
KPI-Solaris-ALL-69,进程,进程列表SolarisOSProcess,,进程ID（key）,JSON,PID,,
KPI-Solaris-ALL-70,进程,进程列表SolarisOSProcess,,CPU使用率,JSON,CPU,%,
KPI-Solaris-ALL-71,进程,进程列表SolarisOSProcess,,进程的内存使用率,JSON,MEMRatio,%,
KPI-Solaris-ALL-72,进程,进程列表SolarisOSProcess,,进程请求的虚拟内存量(KB),JSON,SZ,KB,
KPI-Solaris-ALL-73,进程,进程列表SolarisOSProcess,,内存占用大小(KB),JSON,MEM,KB,
KPI-Solaris-ALL-74,进程,进程列表SolarisOSProcess,,持续运行时间,JSON,ElapsedTime,s,
KPI-Solaris-ALL-75,进程,进程列表SolarisOSProcess,,进程状态,JSON,Status,,
KPI-Solaris-ALL-76,进程,进程统计,,进程总数,指标,Process_Count,,
